Word,Meanings
ਲਖਾਵੀਐ,['ਸਮਝਿਆ ਜਾ ਸਕਦਾ ਹੈ']
ਲਖਾਵੈ,['ਜਣਾਉਂਦਾ ਹੈ']
ਲਖਾਵੈਗੋ,"['ਲਖੈ', 'ਸਮਝ ਲੈਂਦਾ ਹੈ', 'ਲਖਾਵੈ']"
ਲਖਾਹਿ,['ਨਸ਼ਰ ਕਰਦੇ ਹਨ']
ਲਖਾਹੀ,"['ਲਖਦੇ ਹਨ', 'ਵੇਖਦੇ ਹਨ', 'ਲਖਾਹਿ']"
ਲਖਿ,['ਵੇਖ']
ਲਖਿਆ,['ਸਮਝਿਆ ਜਾਂਦਾ ਹੈ']
ਲਖਿਆ ਨ ਜਾਇ,['ਬਿਆਨ ਨਹੀਂ ਕੀਤਾ ਜਾ ਸਕਦਾ']
ਲਖਿਓ ਨ ਜਾਈ,['ਬਿਆਨ ਨਹੀਂ ਕੀਤਾ ਜਾ ਸਕਦਾ']
ਲਖਿਮੀ,"['ਧਨ ਦੀ ਦੇਵੀ', 'ਲੱਛਮੀ']"
ਲਖਿਮੀਬਰ,"['ਲੱਛਮੀ ਦਾ ਵਰ', 'ਮਾਇਆ ਦਾ ਪਤੀ', 'ਪਰਮਾਤਮਾ']"
ਲਖੀ ਨ ਜਾਇ,"['ਪਛਾਣੀ ਨਹੀਂ ਜਾ ਸਕਦੀ', 'ਬਿਆਨ ਨਹੀਂ ਹੋ ਸਕਦੀ', 'ਸਮਝੀ ਨਹੀਂ ਜਾ ਸਕਦੀ']"
ਲਖੀਐ,['ਨਜ਼ਰ ਆਉਂਦਾ']
ਲਖੇ,"['ਸਮਝਦਾ ਹੈ', 'ਸਮਝ ਲੈਂਦਾ ਹੈ', 'ਵੇਖ ਲੈਂਦਾ ਹੈ']"
ਲਖੇ ਨ ਜਾਹਿ,"['ਸਮਝੇ ਨਹੀਂ ਜਾ ਸਕਦੇ', 'ਬਿਆਨ ਨਹੀਂ ਕੀਤੇ ਜਾ ਸਕਦੇ']"
ਲਖੈ,"['ਸਮਝ ਲਏ', 'ਵੇਖ ਲੈਂਦਾ ਹੈ', 'ਵੱਸਦਾ ਸਹੀ ਕਰ ਲੈਂਦਾ ਹੈ', 'ਬਿਆਨ ਕਰਦਾ ਹੈ', 'ਪਛਾਣੇ']"
ਲਖ੍ਯ੍ਯ,['ਨਿਸ਼ਾਨਾ']
ਲਖ੍ਯ੍ਯਣ,['ਲੱਛਣ']
ਲਖ੍ਯ੍ਯਾ ਨ ਜਾਈ,['ਪਛਾਣਿਆ ਨਹੀਂ ਜਾ ਸਕਦਾ']
ਲਖ੍ਯ੍ਯਿਣ,['ਲੱਖਣ']
ਲਗ ਮਾਤ,"['ਤੁੱਛ', 'ਮਾਤ੍ਰਾ ਜਿਤਨਾ', 'ਨਿੱਕਾ ਜਿਹਾ']"
ਲਗਈ,"['ਲੱਗਦਾ', 'ਲੱਗੇ', 'ਲੱਗੈ', 'ਲਗਏ']"
ਲਗਈਆ,"['ਸੰਨ੍ਹ ਲਾਂਦਾ', 'ਲੱਗਦਾ ਹੈ']"
ਲਗਉ,"['ਮੈਂ ਲਗਦਾ ਹਾਂ', 'ਮੈਂ ਲੱਗਾਂ', 'ਮੈਂ ਲੱਗਾ', '{ਹੁਕਮੀ ਭਵਿੱਖਤ, ਅੱਨ ਪੁਰਖ, ਇਕ-ਵਚਨ} ਲੱਗੀ ਰਹੇ', 'ਮੈਂ ਲੱਗਾਂਗੀ', 'ਲਗਉਂ']"
ਲਗਉ ਪਗਿ ਤੇਰੈ,['ਮੈਂ ਤੇਰੀ ਸਰਨ ਆਇਆ ਹਾਂ']
ਲਗਤੁ,['ਲੱਗਾ ਹੋਇਆ']
ਲਗਥਈ,['ਲੱਗਾ ਰਹਿੰਦਾ ਹੈ']
ਲਗਦਾ,['ਜ਼ੋਰ ਪਾਂਦਾ']
ਲਗਨਿ,['ਲੱਗ ਜਾਂਦੇ ਹਨ']
ਲਗਨੁ,['ਮੁਹੂਰਤ']
ਲਗਨੁ ਗਣਾਇ,"['ਸਾਹਾ ਸੁਧਾ ਕੇ', 'ਮੁਹੂਰਤ ਕਢਾ ਕੇ']"
ਲਗਹ,"['ਆਓ', '{ਵਰਤਮਾਨ ਕਾਲ, ਉੱਤਮ ਪੁਰਖ, ਬਹੁ-ਵਚਨ} ਅਸੀਂ ਲੱਗੀਏ', 'ਮੈਂ ਲੱਗਾਂ', 'ਅਸੀਂ ਲੱਗੀਏ {ਵਰਤਮਾਨ, ਉੱਤਮ ਪੁਰਖ, ਬਹੁ-ਵਚਨ}']"
ਲਗਹਿ,"['ਲੱਗਦੇ ਹਨ {ਬਹੁ-ਵਚਨ}', 'ਲੱਗਦੇ ਹਨ']"
ਲਗਾ,"['ਮੈਂ ਲੱਗਦਾ ਹਾਂ', 'ਲੱਗਾਂ', 'ਆਸਰੇ', 'ਮੈਂ ਜੁੜਿਆ ਰਹਾਂ', 'ਲੱਗਾ ਹੋਇਆ']"
ਲਗਾ ਪੜਣਿ,['ਪੜ੍ਹਨ ਲੱਗ ਪੈਂਦਾ ਹੈ']
ਲਗਾ ਸੋ,"['ਸੋ ਲੱਗਾ ਹੋਇਆ', 'ਸੋ ਲੱਗਾ ਹੋਇਆ ਮਨੁੱਖ', 'ਮਾਲਕ ਦੀ ਸੇਵਾ ਕਰਦਾ ਉਹ ਮਨੁੱਖ']"
ਲਗਾਇ,['ਲਾ ਕੇ']
ਲਗਾਈ,"['ਲਾਗੈ', 'ਲਾਗਏ']"
ਲਗਾਨ,['ਲੱਗ ਜਾਂਦੀ ਹੈ']
ਲਗਾਮ ਪਹਿਰਾਵਉ,"['ਮਨ ਨੂੰ ਪ੍ਰੇਮ ਦੀ ਲਗਨ ਲਾਵਾਂ', 'ਮੈਂ ਲਗਾਮ ਚੜ੍ਹਾਵਾਂ']"
ਲਗਾਮੁ,['ਪ੍ਰੇਮ ਦੀ ਲਗਨ']
ਲਗਾਵੈਗੋ,"['ਜੋੜ ਦੇਂਦਾ ਹੈ', 'ਲਗਾਵੈ', 'ਲਾਂਦਾ ਹੈ']"
ਲਗਾਹੀ,['ਤੂੰ ਲਾ ਰਿਹਾ ਹੈਂ']
ਲਗਿ,"['ਲਗੇ', 'ਪਰਚਦਾ ਹੈ', 'ਜੁੜ ਕੇ', 'ਆਸਰਾ ਲੈ ਕੇ', 'ਲੱਗਦਾ', 'ਲੱਗ ਕੇ', 'ਫਸ ਕੇ', 'ਲਗ ਕੇ', 'ਪੈ ਕੇ']"
ਲਗਿ ਲਗਿ,['ਮੁੜ ਮੁੜ ਲੱਗ ਕੇ']
ਲਗਿ ਸਤਿਗੁਰ,['ਗੁਰੂ ਲੱਗ ਕੇ']
ਲਗਿ ਸਬਦਿ,['ਸ਼ਬਦ ਵਿਚ ਲੱਗ ਕੇ']
ਲਗਿਐ,['ਲੱਗਿਆਂ']
ਲਗੀ,"['ਲੱਗੀ ਹੋਈ ਚੋਟ', 'ਬਣ ਜਾਇਗਾ']"
ਲਗੀ ਆਵਹਿ,['ਜ਼ਰੂਰ ਆਵੇਂਗੀ']
ਲਗੇ,"['ਲੱਗੇ ਹੋਏ ਹਨ', 'ਲੱਗ ਕੇ', 'ਲਗਿ', 'ਪੈ ਕੇ']"
ਲਗੈ,"['ਬਣਿਆ ਰਹੇ', 'ਚੰਬੜ ਜਾਂਦੀ ਹੈ']"
ਲਗੈ ਨ,"['ਅਸਰ ਨਹੀਂ ਕਰਦਾ', 'ਪੋਹ ਨਹੀਂ ਸਕਦਾ', 'ਨਹੀਂ ਪੋਂਹਦਾ', 'ਨਹੀਂ ਲੱਗਦਾ']"
ਲਗੈ ਨਾਹੀ,['ਪੋਹ ਨਹੀਂ ਸਕਦਾ']
ਲਗੋ ਅਧਿਕਾਈ,['ਵਾਧੂ ਲੱਗਾ ਹੈ']
ਲਗੜੋ,['ਜੋ ਲੱਗਾ ਹੈ']
ਲਗੰਨਿ,"['ਚਿੱਤ ਜੋੜਦੇ ਹਨ', 'ਲੱਗਦੇ ਹਨ']"
ਲਘਾਇ,['ਲੰਘਾ ਲੈਂਦਾ ਹੈ']
ਲਘਿਮਾ,['ਸਰੀਰ ਨੂੰ ਛੋਟਾ ਕਰ ਲੈਣਾ']
ਲਛਣੁ,['ਕਲੰਕ']
ਲਛਮੀ,"['ਧਨ', 'ਮਾਇਆ']"
ਲਜ,"['ਇੱਜ਼ਤ', 'ਲਾਜ', 'ਲੋਕ-ਰਾਜ']"
ਲਜਯਾ,['ਸ਼ਰਮ']
ਲਜਾ,"['ਸ਼ਰਮ', 'ਇੱਜ਼ਤ', 'ਲਾਜ']"
ਲਜਾਇ ਕਰਿ,['ਸ਼ਰਮਿੰਦਾ ਹੋ ਕੇ']
ਲਜਾਇਆ,"['ਦੂਰ ਹੋ ਗਿਆ', 'ਸ਼ਰਮ ਖਾ ਗਿਆ']"
ਲਜਾਈ,"['ਲੱਜਾ-ਵਾਨ', 'ਸ਼ਰਮਿੰਦੇ']"
ਲਜਾਨੇ,['ਸ਼ਰਮ ਆਉਂਦੀ ਹੈ']
ਲਜਾਵਉ,"['ਲਜਾਵਉਂ', 'ਮੈਂ ਸ਼ਰਮਾਂਦਾ ਹਾਂ']"
ਲਜੀਵਦੋ,['ਲੱਜਾ ਦਾ ਕਾਰਨ ਬਣਦਾ ਹੈ']
ਲਜੁ,"['ਰੱਸੀ', 'ਉਮਰ ਦੀ ਲੱਜ']"
ਲਜੈ,"['ਲਾਜ ਲਾਂਦਾ ਹੈ', 'ਬਦਨਾਮ ਕਰਾਂਦਾ ਹੈ']"
ਲਜੋ,['ਲਾਜ ਨਾਲ']
ਲਟ ਛਿਟਕਾਏ,['ਕੇਸ ਖੋਲ੍ਹ ਕੇ']
ਲਟ ਛੂਟੀ,['ਲਿਟਾਂ ਖੋਲ੍ਹ ਕੇ']
ਲਟੁਰੀ,"['ਲਟੋਰ', 'ਆਪ-ਹੁਦਰੀ']"
ਲਡੇ,['ਲੱਦੇ']
ਲਤਾ,['ਵੇਲ']
ਲਤਾੜੀਅਹਿ,['ਲਤਾੜੇ ਜਾਂਦੇ ਹਨ']
ਲਥਿਅੜੇ,['ਲਹਿ ਗਏ']
ਲਥੀ,"['ਲਹਿ ਗਈ ਹੈ', 'ਦੂਰ ਹੋ ਗਈ ਹੈ', 'ਲਹਿ ਗਈ']"
ਲਦਿ,"['ਲੱਦ ਕੇ', 'ਨਫ਼ਾ ਖੱਟ ਕੇ']"
ਲਦਿ ਲੀਜੈ,['ਲਦਿਆ ਜਾਂਦਾ ਹੈ']
ਲਦਿ ਲੇਨ,['ਲੱਦ ਲਵਾਂ']
ਲਦੀਅਹਿ,"['ਭਰੀਆਂ ਜਾਣ', 'ਲੱ ਦੀਆਂ ਜਾਣ']"
ਲਦੇ,"['ਲੱਦੇਂ', 'ਲੱਦ']"
ਲਧਮੁ,"['ਮੈਂ ਲੱਭਾ ਹੈ', 'ਮੈਂ ਲੱਭਾ']"
ਲਧਾ,"['ਲੱਭ ਲਿਆ', 'ਲੱਭ ਪਿਆ ਹੈ', 'ਲੱਭ ਪਿਆ', 'ਲੱਭਦਾ ਹੈ', 'ਲੱਭ ਗਿਆ', 'ਲੱਧਾ']"
ਲਧੇ,"['ਮਿਲੇ', 'ਲੱਭੇ']"
ਲਧੋਵਾਰੇ,"['ਜਦੋਂ ਪਰਖ ਕੀਤੀ ਜਾਂਦੀ ਹੈ', 'ਲਾਧ-ਪਰਖ ਦੇ ਵੇਲੇ']"
ਲਪਟਹੀ,['ਚੰਬੜੀ ਹੋਈ ਹੈ']
ਲਪਟਾਇ,"['ਚੰਬੜ ਕੇ', 'ਜੱਫਾ ਮਾਰਦਾ ਹੈ']"
ਲਪਟਾਇ ਰਹੀ,['ਚੰਬੜੀ ਰਹਿੰਦੀ ਹੈ']
ਲਪਟਾਇਆ,"['ਮਸਤ', 'ਫਸਿਆ ਹੋਇਆ']"
ਲਪਟਾਇਆ ਰਹੀ,"['ਚੰਬੜ ਰਹੀ ਹੈ। ਇਸ,']"
ਲਪਟਾਇਓ,"['ਮੋਹ ਕਰ ਰਿਹਾ', 'ਤੂੰ ਚੰਬੜ ਰਿਹਾ ਹੈਂ', 'ਚੰਬੜਿਆ ਹੋਇਆ', 'ਚੰਬੜਦਾ', 'ਫਸਿਆ ਹੋਇਆ ਹੈਂ']"
ਲਪਟਾਈ,"['ਚੰਬੜਿਆ ਰਹਿੰਦਾ ਹੈ', 'ਚੰਬੜਦਾ ਹੈ']"
ਲਪਟਾਉ,['ਲਪਟਾਉਂ']
ਲਪਟਾਏ,"['ਫਸੇ ਹੋਏ ਸਨ', 'ਮੋਹ ਵਿਚ ਫਸੇ ਹੋਏ', 'ਚੰਬੜੇ ਹੋਏ']"
ਲਪਟਾਣੀ,"['ਲਪਟੀ ਹੋਈ ਹੈ', 'ਚੰਬੜੀ ਹੋਈ ਹੈ']"
ਲਪਟਾਤ ਹੈ,['ਚਰਨੀਂ ਲੱਗਦਾ ਹੈ']
ਲਪਟਾਨਾ,"['ਚੰਬੜਿਆ ਰਿਹਾ', 'ਫਸ ਕੇ', 'ਫਸਿਆ ਰਹਿੰਦਾ ਹੈ', 'ਮਸਤ ਰਹਿੰਦਾ ਹੈ']"
ਲਪਟਾਨੀ,"['ਰੀਝ ਪਿਆ', 'ਮਗਨ ਹੋ ਜਾਂਦਾ ਹੈ']"
ਲਪਟਾਨੈ,['ਚੰਬੜਿਆ ਰਹਿੰਦਾ ਹੈ']
ਲਪਟਾਨੋ,"['ਚੰਬੜਿਆ ਹੋਇਆ ਹੈਂ', 'ਚੰਬੜਦਾ ਹੈ', 'ਮਸਤ ਹੋ ਗਿਆ']"
ਲਪਟਾਵਏ,"['ਚੰਬੜੀ ਹੋਈ ਹੈ', 'ਲਪਟ ਰਹੀ ਹੈ', 'ਲਪਟਾਵੈ']"
ਲਪਟਾਵੈ,['ਚੰਬੜੀ ਰਹਿੰਦੀ ਹੈ']
ਲਪਟਾਹਿ,"['ਚੰਬੜਦੇ ਹਨ', 'ਚੰਬੜੇ ਰਹਿੰਦੇ ਹਨ']"
ਲਪਟਾਹੀ,['ਚੰਬੜਿਆ ਹੋਇਆ ਹੈਂ']
ਲਪਟਿ,"['ਲਪਟ ਕੇ', 'ਫਸ ਕੇ', 'ਚੰਬੜੇ ਹੋਏ']"
ਲਪਟਿ ਰਹਿਓ,"['ਚੰਬੜ ਰਿਹਾ ਹੈ', 'ਚੰਬੜਿਆ', 'ਜੁੜ ਰਿਹਾ ਹੈ', 'ਜੱਫਾ ਪਾਈ ਬੈਠਾ ਹੈ']"
ਲਪਟਿ ਰਹੀ,['ਚੰਬੜੀ ਰਹਿੰਦੀ ਹੈ']
ਲਪਟਿ ਰਹੇ,['ਚੰਬੜੇ ਰਹਿੰਦੇ ਹਨ']
ਲਪਟਿ ਰਹੈ,"['ਚੰਬੜਿਆ ਰਹਿੰਦਾ ਹੈ', 'ਜੁੜਿਆ ਰਹਿੰਦਾ ਹੈ']"
ਲਪਟਿਓ,['ਚੰਬੜਿਆ ਹੋਇਆ']
ਲਪਟੈ,['ਚੰਬੜਿਆ ਰਹਿੰਦਾ ਹੈ']
ਲਬ,['ਲਾਲਚ']
ਲਬਧ,['ਲੱਭਦਾ']
ਲਬਧਿ,"['ਜਿਸ ਵਸਤੂ ਨੂੰ ਲੱਭਦੇ ਸਾਂ', 'ਜਿਸ ਚੀਜ਼ ਦੇ ਪ੍ਰਾਪਤ ਕਰਨ ਦੀ ਲੋੜ ਸੀ']"
ਲਬਧਿਅੰ,['ਲੱਭਦਾ ਹੈ']
ਲਬਧਿਓ ਹੈ,['ਲੱਭ ਲਿਆ ਹੈ']
ਲਬਧ੍ਯ੍ਯੰ,"['ਲੱਭ ਪੈਂਦਾ ਹੈ', 'ਲੱਭਣ-ਜੋਗ', 'ਮਿਲ ਜਾਂਦਾ ਹੈ', 'ਲੱਭ ਸਕੀਦਾ ਹੈ', 'ਲੱਭੀਦਾ ਹੈ', 'ਲੱਭ ਸਕਦਾ ਹੈ']"
ਲਬਿ,"['ਲੱਬ ਨਾਲ', 'ਲੱਬ ਦੇ ਆਸਰੇ', 'ਜੀਭ ਦੇ ਚਸਕੇ ਨਾਲ', 'ਲੱਬ ਵਿਚ', 'ਲੱਬ ਦੇ ਕਾਰਨ', 'ਚਸਕੇ ਵਿਚ', 'ਜੀਭ ਦੇ ਚਸਕੇ ਵਿਚ', 'ਲੱਬ ਨੇ']"
ਲਬੁ,"['ਚਸਕਾ', 'ਜੀਭ ਦਾ ਚਸਕਾ', 'ਖਾਣ ਦਾ ਲਾਲਚ']"
ਲਬੈ,['ਲੱਬ ਦਾ']
ਲਬੋ,['ਲਾਲਚ']
ਲਭਈ,['ਲੱਭਦਾ']
ਲਭਣਹਾਰੁ,['ਲੱਭਣ-ਜੋਗ ਪ੍ਰਭੂ']
ਲਭਣੰ,['']
ਲਭ੍ਯ੍ਯਤੇ,['ਲੱਭ ਪੈਂਦਾ ਹੈ']
ਲਭੰਨਿ,['ਲੱਭ ਲੈਂਦੇ ਹਨ']
ਲਰਿਕਾ,"['ਕਾਮਾਦਿਕ ਮਾਇਆ ਦੇ ਪੰਜੇ ਹੀ ਪੁੱਤ੍ਰ', '‘ਪਾਂਚਉ ਲਰਿਕਾ’']"
ਲਰਿਕੀ,"['ਆਸ਼ਾ ਤ੍ਰਿਸ਼ਨਾ ਈਰਖਾ ਆਦਿਅ ਮਾਇਆ ਦੀਆਂ ਧੀਆਂ', 'ਲੜਕੀਆਂ']"
ਲਰੀ,['ਲੱਗੀ']
ਲਲਚਾਤ ਹੈ,['ਲਾਲਚ ਕਰਦਾ ਹੈ']
ਲਲਤਾ,['ਜੀਭ']
ਲਲਨਾ,['ਇਸਤ੍ਰੀ']
ਲਲਿਤ,['ਸੁੰਦਰ']
ਲਲਿਤਾ,['ਜੀਭ']
ਲਵਾਇ,['ਉੱਚਾਰ ਕੇ']
ਲਵਾਇਦਾ,['ਲੈਣ ਦੇਂਦਾ ਹੈ']
ਲਵਾਈਅਹਿ,['ਜੋ ਲਏ ਜਾ ਰਹੇ ਹਨ']
ਲਵਿਆ,"['ਥਾਂ ਥਾਂ ਆਖਦਾ ਫਿਰਦਾ ਹੈ ਕਿ ਮੈਂ ਤੀਰਥਾਂ ਦੀ ਯਾਤਰਾ ਕਰ ਆਇਆ ਹਾਂ', 'ਲਉਂ ਲਉਂ ਕਰਦਾ ਹੈ']"
ਲਵੇ,['ਬੋਲਦੇ ਹਨ']
ਲਵੈ,"['ਬਰਾਬਰ ਦਾ', 'ਨੇੜੇ', 'ਲਉਂ ਲਉਂ ਕਰਦਾ ਹੈ', 'ਬਰਾਬਰ', 'ਨਿੰਦਿਆ ਕਰਨ ਦੀ ਆਦਤ ਪੈ ਜਾਂਦੀ ਹੈ', 'ਨੇੜੇ ਤੇੜੇ ਦਾ', 'ਟੀਂ ਟੀਂ ਕਰਦਾ ਹੈ', 'ਲੌਂਦਾ ਹੈ']"
ਲਵੈ ਕਾਉ,['ਕਾਂ ਲਉਂਦਾ ਹੈ']
ਲਵੈ ਨ,['ਨੇੜੇ ਨਹੀਂ ਪਹੁੰਚ ਸਕਦੀ']
ਲਵੈ ਨ ਧਰਹਿ,['ਬਰਾਬਰੀ ਨਹੀਂ ਕਰ ਸਕਦੇ']
ਲਵੈ ਨ ਲਾਇ,"['ਬਰਾਬਰੀ ਕਰਨ ਜੋਗਾ ਨਹੀਂ', 'ਲਵੈ ਲਾਉਣੇ ਨਹੀਂ', 'ਨੇੜੇ ਤੇੜੇ ਦਾ ਨਹੀਂ']"
ਲਵੈ ਨ ਲਾਈ,"['ਮੈਂ ਬਰਾਬਰ ਦਾ ਨਹੀਂ ਸਮਝਦਾ', 'ਬਰਾਬਰੀ ਨਹੀਂ ਕਰ ਸਕਦੇ']"
ਲਵੈ ਨ ਲਾਵਣਾ,['ਬਰਾਬਰ ਨਹੀਂ ਸਮਝਦੇ']
ਲਵੈ ਨ ਲਾਵਣਿਆ,"['ਬਰਾਬਰੀ ਤੇ ਨਹੀਂ ਲਿਆਂਦਾ ਜਾ ਸਕਦਾ', 'ਨੇੜੇ ਭੇੜੇ ਦਾ ਨਹੀਂ', 'ਬਰਾਬਰ ਦਾ ਨਹੀਂ']"
ਲਵੈ ਨ ਲਾਵਨੋ,['ਬਰਾਬਰੀ ਨਹੀਂ ਕਰ ਸਕਦੇ']
ਲਵੈ ਨ ਲਾਵੈ,['ਬਰਾਬਰੀ ਨਹੀਂ ਕਰ ਸਕਦਾ']
ਲਵੈ ਲਾਇ,"['ਬਰਾਬਰੀ ਕਰ ਸਕਦਾ', 'ਬਰਾਬਰੀ ਦੇ ਕੇ']"
ਲਵੈ ਲਾਉਣੇ,"['ਇਰਦ-ਗਿਰਦ', 'ਨੇੜੇ ਤੇੜੇ']"
ਲਵੈ ਲਾਗੇ,['ਬਰਾਬਰੀ ਕਰ ਸਕਦੇ']
ਲਵੰਤੇ,['ਬੋਲਦੇ ਹਨ']
ਲਵੰਨ੍ਹ੍ਹਿ,['ਲੌਂ ਲੌਂ ਕਰਦੇ ਰਹਿੰਦੇ ਹਨ']
ਲਸਕਰ,"['ਫੌਜਾਂ', 'ਫ਼ੌਜਾਂ']"
ਲਸਕਰੀਆ,['ਸਿਪਾਹੀਆਂ ਨੇ']
ਲਸਕਰੁ,['ਸ਼ੁਭ ਗੁਣਾਂ ਦੀ ਫ਼ੌਜ']
ਲਸਟੀਕਾ,"['ਸੋਟੀ', 'ਲਾਠੀ', 'ਰਾਜ-ਦੰਡ']"
ਲਸਨ,['ਥੋਮ']
ਲਹਉ,"['ਮੈਂ ਲੱਭ ਲਵਾਂ', 'ਲਹਉਂ', 'ਮੈ ਲੱਭਦੀ ਹਾਂ']"
ਲਹਗੁ,"['ਲਹਿ ਜਾਇਗਾ {ਭਵਿਖਤ ਕਾਲ, ਪੁਲਿੰਗ}']"
ਲਹਣਾ,"['ਮਿਲਣ-ਜੋਗ ਚੀਜ਼', 'ਪ੍ਰਾਪਤੀ', 'ਫਲ', 'ਪ੍ਰਾਪਤ ਕਰਨ ਦੇ ਲੇਖ']"
ਲਹਣਾ ਕੀਰਤਿ,['ਲਹਣੇ ਦੀ ਸੋਭਾ']
ਲਹਣੇ ਦੀ,"['ਬਾਬਾ ਲਹਣਾ ਜੀ ਦੀ ਵਡਿਆਈ ਦੀ ਧੁੰਮ', 'ਲਹਿਣੇ ਦੀ']"
ਲਹਣੇ ਸਿਰਿ,['ਲਹਣੇ ਦੇ ਸਿਰ ਉਤੇ']
ਲਹਣੇ ਸੰਗਿ ਹੁਅ,"['ਨਾਲ ਮਿਲ ਕੇ', 'ਲਹਣੇ ਜੀ ਦੇ ਨਾਲ ਹੋ ਕੇ']"
ਲਹਦਾ,['ਮਿਲਦਾ ਹਾਂ']
ਲਹਨ,['ਪ੍ਰਾਪਤੀ']
ਲਹਨਿ,"['ਲੈਂਦੇ ਹਨ', 'ਲਹਿ ਜਾਂਦੇ ਹਨ']"
ਲਹਨੋ,"['ਲਹਣਾ', 'ਭਾਗ']"
ਲਹਨ੍ਹ੍ਹਿ,"['ਲੈਂਦੀਆਂ ਹਨ', 'ਲੈਂਦੇ {ਬਹੁ-ਵਚਨ}']"
ਲਹਬਰ,['{ਅਰਬੀ ‘ਲਹਬ’: ਅੱਗ ਦੀ ਲਾਟ}']
ਲਹਰਿ,"['ਲਹਿਰ', 'ਜੋਸ਼']"
ਲਹਰਿ ਝਬਕਿ,"['ਲਹਿਰਾਂ ਦੇ ਝਬੱਕੇ ਨਾਲ', 'ਲਹਿਰਾਂ ਦੇ ਧੱਕੇ ਨਾਲ']"
ਲਹਰਿ ਮਇ,"['ਲਹਰਾਂ ਨਾਲ ਭਰਪੂਰ', 'ਲਹਰਿ ਮਯ', 'ਲਹਰਿ ਮੈ']"
ਲਹਰੀ,"['ਲਹਰਾਂ {ਲਫਜ਼ ‘ਲਹਰਿ’ ਤੋਂ ਬਹੁ-ਵਚਨ} ਉਛਾਲੇ', 'ਲਹਿਰਾਂ', 'ਲਹਰਾਂ', '{ਲਫ਼ਜ਼ ‘ਲਹਰਿ’ ਤੋਂ ਬਹੁ-ਵਚਨ}']"
ਲਹਰੀ ਲਖੇਸਰੀ,['ਲੱਖਾਂ ਹੀ ਲਹਿਰਾਂ']
ਲਹਰੇ,['ਲੋਭ ਦੀਆਂ ਲਹਰਾਂ']
ਲਹਹਿ,"['ਤੂੰ ਲੱਭ ਲਏਂਗਾ', 'ਪ੍ਰਾਪਤ ਕਰੇਂਗਾ', 'ਲੈਂਦੇ ਹਨ', 'ਲਹਿ ਜਾਂਦੇ ਹਨ']"
ਲਹਹੁ,"['ਲੱਭੋ', 'ਲੱਭ ਲਵੋ']"
ਲਹਾ,"['ਲਹਾਂ', 'ਲੱਭ ਗਿਆ ਹੈ', 'ਮੈਂ ਲੱਭਾਂ', 'ਮੈਂ ਸਹਾਂਗਾ', 'ਲੱਭੇਗਾ']"
ਲਹਾ ਨ,['ਮੈਂ ਨਹੀਂ ਲੱਭ ਸਕਦੀ']
ਲਹਾਂ,['ਮੈਂ ਲੱਭ ਲਵਾਂ']
ਲਹਾਇਦਾ,"['ਲਭਾਇੰਦਾ', 'ਦਿਵਾਂਦਾ']"
ਲਹਾਈ,"['ਦਿੱਤੀ ਹੈ', 'ਲਭਾਈ']"
ਲਹਾਈਐ,['ਲੱਭ ਲਈਦਾ ਹੈ']
ਲਹਾਉ,"['ਮੈਂ ਲੈ ਲੈਂਦਾ ਹਾਂ', 'ਪ੍ਰਾਪਤ ਕਰ ਲੈਂਦਾ ਹਾਂ']"
ਲਹਾਨ,['ਲਹਿ ਜਾਂਦੇ ਹਨ']
ਲਹਾਸਾ,['ਲਹਿ ਜਾਂਦੀ ਹੈ']
ਲਹਿ,"['ਲੱਭ ਕੇ', 'ਲੱਭਿ']"
ਲਹਿ ਜਾਈ,['ਲਹਿ ਜਾਂਦੀ ਹੈ']
ਲਹਿ ਜਾਸੀ,['ਉਤਰ ਜਾਏਗਾ']
ਲਹਿ ਪਾਵੈ,"['ਲੱਭ ਲੈਂਦਾ ਹੈ', 'ਹਾਸਲ ਕਰ ਲੈਂਦਾ ਹੈ']"
ਲਹਿਆ,"['ਲੱਭਾ', 'ਸਮਝਿਆ ਹੈ', 'ਲਹਿ ਗਿਆ', 'ਲੱਭ ਲਿਆ']"
ਲਹਿਓ,"['ਲੱਭ ਲਿਆ', 'ਲੱਭਾ ਹੈ', 'ਲੱਭਾ', 'ਲਹਿ ਜਾਂਦਾ ਹੈ', 'ਲਹਿ ਗਿਆ ਹੈ']"
ਲਹਿਰ,['ਲਹਿਰਾਂ ਨਾਲ']
ਲਹੀ,"['ਲੱਭਾ', 'ਲੱਭਿਆ', 'ਲਹਿ ਗਈ', 'ਲੱਭ ਲਈ', 'ਦੂਰ ਹੋ ਜਾਂਦਾ ਹੈ']"
ਲਹੀਅੰ,['ਪ੍ਰਾਪਤ ਕੀਤਾ ਹੈ']
ਲਹੀਆ,"['ਲੱਭ ਲਿਆ ਹੈ', 'ਲਹਿ ਜਾਂਦੀ ਹੈ', 'ਲੱਭ ਲਈਏ']"
